,ID_hecho,FECHA,AAAA,MM,DD,VICTIMA,SEXO,EDAD,GRAVEDAD,grupo_etario
15476,LC-2020-0517824,2020-09-13,2020,9,13,MOTO,MASCULINO,28,,18-30
15477,LC-2020-0519491,2020-09-14,2020,9,14,PEATON,MASCULINO,64,,+60
15478,LC-2020-0531608,2020-09-22,2020,9,22,CICLISTA,MASCULINO,29,,18-30
15479,LC-2020-0533131,2020-09-23,2020,9,23,MOTO,MASCULINO,26,,18-30
15480,LC-2020-0543987,2020-09-30,2020,9,30,CICLISTA,MASCULINO,35,,30-50
15481,LC-2020-0557230,2020-10-08,2020,10,8,,MASCULINO,35,,30-50
15482,LC-2020-0561718,2020-10-11,2020,10,11,PEATON,MASCULINO,47,,30-50
15483,LC-2020-0564070,2020-10-13,2020,10,13,,MASCULINO,29,,18-30
15484,LC-2020-0564070,2020-10-13,2020,10,13,,MASCULINO,30,,18-30
15485,LC-2020-0564070,2020-10-13,2020,10,13,,MASCULINO,63,,+60
15486,LC-2020-0567271,2020-10-15,2020,10,15,,MASCULINO,0,,
15487,LC-2020-0576116,2020-10-21,2020,10,21,CICLISTA,FEMENINO,0,,
15488,LC-2020-0579271,2020-10-23,2020,10,23,MOTO,MASCULINO,42,,30-50
15489,LC-2020-0585954,2020-10-28,2020,10,28,,MASCULINO,24,,18-30
15490,LC-2020-0588895,2020-10-30,2020,10,30,,,60,,50-60
15491,LC-2020-0590851,2020-10-31,2020,10,31,,FEMENINO,62,,+60
15492,LC-2020-0593216,2020-11-02,2020,11,2,CICLISTA,MASCULINO,25,,18-30
15493,LC-2020-0593216,2020-11-02,2020,11,2,CICLISTA,MASCULINO,46,,30-50
15494,LC-2020-0595047,2020-11-03,2020,11,3,CICLISTA,MASCULINO,54,,50-60
15495,LC-2020-0599953,2020-11-06,2020,11,6,MOTO,MASCULINO,47,,30-50
15496,LC-2020-0601663,2020-11-07,2020,11,7,CICLISTA,MASCULINO,40,,30-50
15497,LC-2020-0602339,2020-11-08,2020,11,8,,MASCULINO,27,,18-30
15498,LC-2020-0612113,2020-11-13,2020,11,13,MOTO,MASCULINO,40,,30-50
15499,LC-2020-0614160,2020-11-14,2020,11,14,AUTO,,0,,
15500,LC-2020-0616367,2020-11-16,2020,11,16,MONOPATIN,FEMENINO,0,,
15501,LC-2020-0619310,2020-11-18,2020,11,18,MOTO,MASCULINO,27,,18-30
15502,LC-2020-0619783,2020-11-18,2020,11,18,,,0,,
15503,LC-2020-0620247,2020-11-19,2020,11,19,CICLISTA,MASCULINO,26,,18-30
15504,LC-2020-0622859,2020-11-20,2020,11,20,,FEMENINO,39,,30-50
15505,LC-2020-0624395,2020-11-21,2020,11,21,CICLISTA,FEMENINO,29,,18-30
15506,LC-2020-0627821,2020-11-24,2020,11,24,UTILITARIO,MASCULINO,37,,30-50
15507,LC-2020-0627821,2020-11-24,2020,11,24,UTILITARIO,,25,,18-30
15508,LC-2020-0628475,2020-11-24,2020,11,24,MOTO,MASCULINO,28,,18-30
15509,LC-2020-0633710,2020-11-28,2020,11,28,CICLISTA,FEMENINO,27,,18-30
15510,LC-2020-0635237,2020-11-29,2020,11,29,PEATON,,0,,
15511,LC-2020-0644738,2020-12-05,2020,12,5,,,0,,
15512,LC-2020-0648060,2020-12-08,2020,12,8,,FEMENINO,75,,+60
15513,LC-2020-0649642,2020-12-09,2020,12,9,,MASCULINO,49,,30-50
15514,LC-2020-0649642,2020-12-09,2020,12,9,,MASCULINO,75,,+60
15515,LC-2020-0649642,2020-12-09,2020,12,9,,MASCULINO,22,,18-30
15516,LC-2020-0663155,2020-12-17,2020,12,17,CICLISTA,MASCULINO,30,,18-30
15517,LC-2020-0672852,2020-12-23,2020,12,23,,FEMENINO,0,,
15518,LC-2020-0675385,2020-12-25,2020,12,25,,MASCULINO,20,,18-30
15519,LC-2020-0675385,2020-12-25,2020,12,25,,MASCULINO,30,,18-30
15520,LC-2020-0675385,2020-12-25,2020,12,25,,FEMENINO,19,,18-30
15521,LC-2020-0677517,2020-12-27,2020,12,27,MONOPATIN,MASCULINO,53,,50-60
15522,LC-2020-0682125,2020-12-30,2020,12,30,,FEMENINO,32,,30-50
15523,LC-2020-0000125,2020-01-01,2020,1,1,MOTO,MASCULINO,27,,18-30
15524,LC-2020-0001632,2020-01-02,2020,1,2,MOTO,MASCULINO,24,,18-30
15525,LC-2020-0001632,2020-01-02,2020,1,2,MOTO,FEMENINO,44,,30-50
15526,LC-2020-0003142,2020-01-02,2020,1,2,CICLISTA,MASCULINO,33,,30-50
15527,LC-2020-0006279,2020-01-03,2020,1,3,MOTO,MASCULINO,47,,30-50
15528,LC-2020-0007964,2020-01-05,2020,1,5,PEATON,MASCULINO,26,GRAVE,18-30
15529,LC-2020-0014239,2020-01-07,2020,1,7,MOTO,MASCULINO,32,,30-50
15530,LC-2020-0018025,2020-01-09,2020,1,9,TRANSPORTE PUBLICO,FEMENINO,43,,30-50
15531,LC-2020-0018404,2020-01-09,2020,1,9,,,0,,
15532,LC-2020-0018621,2020-01-09,2020,1,9,MOTO,,0,,
15533,LC-2020-0019737,2020-01-09,2020,1,9,AUTO,MASCULINO,48,,30-50
15534,LC-2020-0021826,2020-01-10,2020,1,10,MONOPATIN,MASCULINO,35,,30-50
15535,LC-2020-0021832,2020-01-10,2020,1,10,PEATON,FEMENINO,88,,+60
15536,LC-2020-0027260,2020-01-13,2020,1,13,CICLISTA,FEMENINO,0,,
15537,LC-2020-0027710,2020-01-14,2020,1,14,MOTO,MASCULINO,39,,30-50
15538,LC-2020-0027710,2020-01-14,2020,1,14,MOTO,FEMENINO,24,,18-30
15539,LC-2020-0027710,2020-01-14,2020,1,14,MOTO,MASCULINO,34,,30-50
15540,LC-2020-0027710,2020-01-14,2020,1,14,MOTO,MASCULINO,38,,30-50
15541,LC-2020-0028237,2020-01-14,2020,1,14,TRANSPORTE PUBLICO,MASCULINO,22,,18-30
15542,LC-2020-0028237,2020-01-14,2020,1,14,TRANSPORTE PUBLICO,MASCULINO,29,,18-30
15543,LC-2020-0028237,2020-01-14,2020,1,14,TRANSPORTE PUBLICO,FEMENINO,50,,30-50
15544,LC-2020-0033108,2020-01-16,2020,1,16,MOTO,MASCULINO,36,,30-50
15545,LC-2020-0034952,2020-01-17,2020,1,17,TRANSPORTE PUBLICO,FEMENINO,59,,50-60
15546,LC-2020-0037204,2020-01-18,2020,1,18,,,0,,
15547,LC-2020-0039255,2020-01-19,2020,1,19,,FEMENINO,73,GRAVE,+60
15548,LC-2020-0042839,2020-01-21,2020,1,21,MOTO,MASCULINO,30,,18-30
15549,LC-2020-0044629,2020-01-21,2020,1,21,,MASCULINO,0,,
15550,LC-2020-0046766,2020-01-22,2020,1,22,,MASCULINO,23,,18-30
15551,LC-2020-0049803,2020-01-24,2020,1,24,MOTO,MASCULINO,38,,30-50
15552,LC-2020-0051725,2020-01-24,2020,1,24,,MASCULINO,34,,30-50
15553,LC-2020-0052884,2020-01-25,2020,1,25,,FEMENINO,3,,<18
15554,LC-2020-0052884,2020-01-25,2020,1,25,,MASCULINO,37,,30-50
15555,LC-2020-0053121,2020-01-25,2020,1,25,MOTO,MASCULINO,35,,30-50
15556,LC-2020-0053237,2020-01-25,2020,1,25,,MASCULINO,51,,50-60
15557,LC-2020-0053521,2020-01-26,2020,1,26,PEATON,,0,,
15558,LC-2020-0057450,2020-01-28,2020,1,28,,MASCULINO,0,,
15559,LC-2020-0057450,2020-01-28,2020,1,28,,MASCULINO,39,,30-50
15560,LC-2020-0061588,2020-01-29,2020,1,29,MOTO,MASCULINO,39,,30-50
15561,LC-2020-0064877,2020-01-30,2020,1,30,PEATON,MASCULINO,31,,30-50
15562,LC-2020-0066404,2020-01-31,2020,1,31,TAXI,MASCULINO,61,,+60
15563,LC-2020-0066597,2020-01-31,2020,1,31,MOTO,,25,,18-30
15564,LC-2020-0067026,2020-01-31,2020,1,31,MOTO,MASCULINO,55,,50-60
15565,LC-2020-0067413,2020-01-31,2020,1,31,CICLISTA,MASCULINO,32,,30-50
15566,LC-2020-0068518,2020-02-01,2020,2,1,MOTO,MASCULINO,43,,30-50
15567,LC-2020-0069427,2020-02-02,2020,2,2,TAXI,MASCULINO,49,,30-50
15568,LC-2020-0072615,2020-02-03,2020,2,3,,,0,,
15569,LC-2020-0072887,2020-02-04,2020,2,4,PEATON,,0,,
15570,LC-2020-0075334,2020-02-04,2020,2,4,TAXI,,0,,
15571,LC-2020-0075593,2020-02-05,2020,2,5,TAXI,MASCULINO,68,,+60
15572,LC-2020-0075593,2020-02-05,2020,2,5,TAXI,MASCULINO,43,,30-50
15573,LC-2020-0075886,2020-02-05,2020,2,5,AUTO,,0,,
15574,LC-2020-0076671,2020-02-05,2020,2,5,MOTO,MASCULINO,42,,30-50
15575,LC-2020-0078862,2020-02-06,2020,2,6,TRANSPORTE PUBLICO,FEMENINO,30,,18-30
15576,LC-2020-0083576,2020-02-08,2020,2,8,PEATON,,0,,
15577,LC-2020-0084687,2020-02-09,2020,2,9,TAXI,MASCULINO,60,,50-60
15578,LC-2020-0085430,2020-02-09,2020,2,9,PEATON,MASCULINO,38,,30-50
15579,LC-2020-0087427,2020-02-10,2020,2,10,MOTO,MASCULINO,35,,30-50
15580,LC-2020-0089725,2020-02-11,2020,2,11,TRANSPORTE PUBLICO,,0,,
15581,LC-2020-0097854,2020-02-14,2020,2,14,TRANSPORTE PUBLICO,,0,,
15582,LC-2020-0100823,2020-02-15,2020,2,15,MOTO,MASCULINO,31,,30-50
15583,LC-2020-0103635,2020-02-17,2020,2,17,MOTO,MASCULINO,23,,18-30
15584,LC-2020-0103952,2020-02-17,2020,2,17,MOTO,MASCULINO,45,,30-50
15585,LC-2020-0106004,2020-02-18,2020,2,18,TAXI,MASCULINO,51,,50-60
15586,LC-2020-0109912,2020-02-19,2020,2,19,TRANSPORTE PUBLICO,FEMENINO,38,,30-50
15587,LC-2020-0111982,2020-02-20,2020,2,20,PEATON,FEMENINO,21,,18-30
15588,LC-2020-0112727,2020-02-20,2020,2,20,PEATON,,0,,
15589,LC-2020-0115224,2020-02-21,2020,2,21,MOTO,MASCULINO,26,,18-30
15590,LC-2020-0124384,2020-02-26,2020,2,26,MOTO,MASCULINO,40,,30-50
15591,LC-2020-0130288,2020-02-29,2020,2,29,MOTO,MASCULINO,28,,18-30
15592,LC-2020-0131512,2020-02-29,2020,2,29,MOTO,MASCULINO,26,,18-30
15593,LC-2020-0132515,2020-03-01,2020,3,1,PEATON,FEMENINO,57,,50-60
15594,LC-2020-0134996,2020-03-02,2020,3,2,PEATON,MASCULINO,61,,+60
15595,LC-2020-0135576,2020-03-02,2020,3,2,MOTO,MASCULINO,56,,50-60
15596,LC-2020-0135825,2020-03-02,2020,3,2,MOTO,MASCULINO,46,GRAVE,30-50
15597,LC-2020-0136504,2020-03-03,2020,3,3,MOTO,,0,,
15598,LC-2020-0138194,2020-03-03,2020,3,3,MOTO,MASCULINO,33,,30-50
15599,LC-2020-0140649,2020-03-04,2020,3,4,PEATON,MASCULINO,24,,18-30
15600,LC-2020-0143114,2020-03-05,2020,3,5,MOTO,MASCULINO,45,,30-50
15601,LC-2020-0143114,2020-03-05,2020,3,5,MOTO,,0,,
15602,LC-2020-0146845,2020-03-06,2020,3,6,MOTO,,0,,
15603,LC-2020-0148670,2020-03-07,2020,3,7,PEATON,MASCULINO,0,,
15604,LC-2020-0148886,2020-03-07,2020,3,7,CICLISTA,,0,,
15605,LC-2020-0150015,2020-03-08,2020,3,8,MOTO,MASCULINO,49,,30-50
15606,LC-2020-0150015,2020-03-08,2020,3,8,MOTO,MASCULINO,30,,18-30
15607,LC-2020-0152252,2020-03-09,2020,3,9,PEATON,FEMENINO,29,,18-30
15608,LC-2020-0156093,2020-03-10,2020,3,10,TRANSPORTE PUBLICO,,0,,
15609,LC-2020-0160592,2020-03-12,2020,3,12,PEATON,FEMENINO,58,,50-60
15610,LC-2020-0163411,2020-03-13,2020,3,13,PEATON,FEMENINO,72,,+60
15611,LC-2020-0165288,2020-03-14,2020,3,14,AUTO,FEMENINO,27,,18-30
15612,LC-2020-0165828,2020-03-15,2020,3,15,CICLISTA,,0,,
15613,LC-2020-0168756,2020-03-16,2020,3,16,MOTO,MASCULINO,29,,18-30
15614,LC-2020-0170699,2020-03-17,2020,3,17,PEATON,MASCULINO,28,,18-30
15615,LC-2020-0172104,2020-03-18,2020,3,18,MOTO,,0,,
15616,LC-2020-0172937,2020-03-18,2020,3,18,MOTO,MASCULINO,27,,18-30
15617,LC-2020-0174028,2020-03-19,2020,3,19,PEATON,MASCULINO,62,,+60
15618,LC-2020-0174751,2020-03-19,2020,3,19,MOTO,FEMENINO,46,,30-50
15619,LC-2020-0176371,2020-03-21,2020,3,21,AUTO,MASCULINO,40,,30-50
15620,LC-2020-0183986,2020-03-30,2020,3,30,MOTO,MASCULINO,32,,30-50
15621,LC-2020-0192686,2020-04-08,2020,4,8,,FEMENINO,83,,+60
15622,LC-2020-0194682,2020-04-10,2020,4,10,MOTO,,0,,
15623,LC-2020-0204607,2020-04-20,2020,4,20,MOVIL,,0,,
15624,LC-2020-0204899,2020-04-21,2020,4,21,AUTO,,0,,
15625,LC-2020-0207514,2020-04-22,2020,4,22,UTILITARIO,MASCULINO,35,,30-50
15626,LC-2020-0207514,2020-04-22,2020,4,22,UTILITARIO,MASCULINO,26,,18-30
15627,LC-2020-0208361,2020-04-23,2020,4,23,CICLISTA,MASCULINO,43,,30-50
15628,LC-2020-0208757,2020-04-23,2020,4,23,MOTO,MASCULINO,24,,18-30
15629,LC-2020-0208758,2020-04-23,2020,4,23,PEATON,,0,,
15630,LC-2020-0221448,2020-04-29,2020,4,29,,,0,,
15631,LC-2020-0221454,2020-04-29,2020,4,29,MOTO,MASCULINO,44,,30-50
15632,LC-2020-0224429,2020-05-02,2020,5,2,AUTO,MASCULINO,25,,18-30
15633,LC-2020-0226640,2020-05-04,2020,5,4,PEATON,MASCULINO,44,,30-50
15634,LC-2020-0233494,2020-05-09,2020,5,9,MOTO,MASCULINO,24,,18-30
15635,LC-2020-0233917,2020-05-10,2020,5,10,MOTO,MASCULINO,28,,18-30
15636,LC-2020-0235180,2020-05-11,2020,5,11,PEATON,FEMENINO,69,,+60
15637,LC-2020-0235500,2020-05-11,2020,5,11,MOTO,MASCULINO,48,,30-50
15638,LC-2020-0240580,2020-05-14,2020,5,14,MOTO,MASCULINO,48,,30-50
15639,LC-2020-0241929,2020-05-15,2020,5,15,MOTO,MASCULINO,37,,30-50
15640,LC-2020-0262663,2020-05-28,2020,5,28,,,0,,
15641,LC-2020-0262729,2020-05-28,2020,5,28,CICLISTA,,0,,
15642,LC-2020-0272648,2020-06-02,2020,6,2,CICLISTA,MASCULINO,27,,18-30
15643,LC-2020-0273694,2020-06-02,2020,6,2,TRANSPORTE PUBLICO,FEMENINO,43,,30-50
15644,LC-2020-0278034,2020-06-04,2020,6,4,MOTO,MASCULINO,33,,30-50
15645,LC-2020-0289748,2020-06-09,2020,6,9,MOTO,MASCULINO,39,,30-50
15646,LC-2020-0290888,2020-06-10,2020,6,10,,FEMENINO,26,,18-30
15647,LC-2020-0291121,2020-06-10,2020,6,10,CICLISTA,FEMENINO,34,,30-50
15648,LC-2020-0291121,2020-06-10,2020,6,10,CICLISTA,MASCULINO,29,,18-30
15649,LC-2020-0296019,2020-06-12,2020,6,12,MOTO,FEMENINO,28,,18-30
15650,LC-2020-0303862,2020-06-15,2020,6,15,,FEMENINO,34,,30-50
15651,LC-2020-0310214,2020-06-16,2020,6,16,CICLISTA,MASCULINO,41,,30-50
15652,LC-2020-0310461,2020-06-16,2020,6,16,CICLISTA,FEMENINO,40,,30-50
15653,LC-2020-0312885,2020-06-17,2020,6,17,MOTO,,0,,
15654,LC-2020-0313081,2020-06-17,2020,6,17,PEATON,FEMENINO,81,,+60
15655,LC-2020-0313350,2020-06-17,2020,6,17,MOTO,MASCULINO,25,,18-30
15656,LC-2020-0315424,2020-06-18,2020,6,18,PEATON,FEMENINO,53,GRAVE,50-60
15657,LC-2020-0319880,2020-06-20,2020,6,20,CICLISTA,,0,,
15658,LC-2020-0361673,2020-06-23,2020,6,23,,FEMENINO,86,,+60
15659,LC-2020-0361697,2020-06-23,2020,6,23,PEATON,FEMENINO,25,grave,18-30
15660,LC-2020-0361697,2020-06-23,2020,6,23,PEATON,FEMENINO,21,,18-30
15661,LC-2020-0365340,2020-06-25,2020,6,25,PEATON,MASCULINO,29,,18-30
15662,LC-2020-0377600,2020-06-29,2020,6,29,MOTO,MASCULINO,27,,18-30
15663,LC-2020-0377607,2020-06-29,2020,6,29,MOTO,MASCULINO,26,,18-30
15664,LC-2020-0378334,2020-06-30,2020,6,30,PEATON,FEMENINO,65,,+60
15665,LC-2020-0414511,2020-07-06,2020,7,6,CICLISTA,MASCULINO,22,,18-30
15666,LC-2020-0419819,2020-07-08,2020,7,8,CICLISTA,MASCULINO,27,,18-30
15667,LC-2020-0425830,2020-07-10,2020,7,10,PEATON,MASCULINO,88,,+60
15668,LC-2020-0433565,2020-07-14,2020,7,14,MOTO,MASCULINO,51,,50-60
15669,LC-2020-0440547,2020-07-17,2020,7,17,PEATON,FEMENINO,51,,50-60
15670,LC-2020-0447758,2020-07-22,2020,7,22,,FEMENINO,76,,+60
15671,LC-2020-0449932,2020-07-24,2020,7,24,MOTO,MASCULINO,22,,18-30
15672,LC-2020-0451043,2020-07-25,2020,7,25,MOTO,MASCULINO,0,,
15673,LC-2020-0452836,2020-07-27,2020,7,27,MOTO,,0,,
15674,LC-2020-0453027,2020-07-27,2020,7,27,MOTO,FEMENINO,26,,18-30
15675,LC-2020-0457265,2020-07-29,2020,7,29,MOTO,MASCULINO,20,,18-30
15676,LC-2020-0457265,2020-07-29,2020,7,29,MOTO,MASCULINO,28,,18-30
15677,LC-2020-0457387,2020-07-29,2020,7,29,MOTO,MASCULINO,23,,18-30
15678,LC-2020-0457519,2020-07-30,2020,7,30,MOTO,MASCULINO,29,,18-30
15679,LC-2020-0458844,2020-07-31,2020,7,31,MOTO,FEMENINO,46,,30-50
15680,LC-2020-0461057,2020-08-02,2020,8,2,AUTO,FEMENINO,55,,50-60
15681,LC-2020-0467405,2020-08-06,2020,8,6,TAXI,FEMENINO,72,,+60
15682,LC-2020-0473483,2020-08-11,2020,8,11,MOTO,MASCULINO,32,,30-50
15683,LC-2020-0477070,2020-08-12,2020,8,12,PEATON,FEMENINO,65,,+60
15684,LC-2020-0477375,2020-08-12,2020,8,12,AUTO,MASCULINO,38,,30-50
15685,LC-2020-0485611,2020-08-19,2020,8,19,TRANSPORTE PUBLICO,FEMENINO,59,,50-60
15686,LC-2020-0488898,2020-08-21,2020,8,21,PEATON,MASCULINO,0,,
15687,LC-2020-0489047,2020-08-21,2020,8,21,MOTO,MASCULINO,32,,30-50
15688,LC-2020-0490092,2020-08-22,2020,8,22,MOTO,MASCULINO,28,,18-30
15689,LC-2020-0492265,2020-08-24,2020,8,24,AUTO,FEMENINO,31,,30-50
15690,LC-2020-0493569,2020-08-25,2020,8,25,MOTO,MASCULINO,44,,30-50
15691,LC-2020-0497160,2020-08-28,2020,8,28,AUTO,MASCULINO,40,,30-50
15692,LC-2020-0498592,2020-08-29,2020,8,29,MOTO,MASCULINO,24,,18-30
15693,LC-2020-0502186,2020-09-01,2020,9,1,AUTO,,0,,
15694,LC-2020-0502186,2020-09-01,2020,9,1,AUTO,MASCULINO,26,,18-30
15695,LC-2020-0502930,2020-09-01,2020,9,1,PEATON,FEMENINO,34,,30-50
15696,LC-2020-0505254,2020-09-03,2020,9,3,MOTO,MASCULINO,37,,30-50
15697,LC-2020-0506327,2020-09-04,2020,9,4,,MASCULINO,30,,18-30
15698,LC-2020-0506992,2020-09-04,2020,9,4,MOTO,MASCULINO,21,,18-30
15699,LC-2020-0508229,2020-09-06,2020,9,6,AUTO,MASCULINO,16,,<18
15700,LC-2020-0508229,2020-09-06,2020,9,6,AUTO,MASCULINO,42,,30-50
15701,LC-2020-0517618,2020-09-12,2020,9,12,MOTO,MASCULINO,20,,18-30
15702,LC-2020-0517618,2020-09-12,2020,9,12,MOTO,MASCULINO,21,,18-30
15703,LC-2020-0518983,2020-09-14,2020,9,14,PEATON,,0,,
15704,LC-2020-0520962,2020-09-15,2020,9,15,MOTO,MASCULINO,23,,18-30
15705,LC-2020-0523252,2020-09-16,2020,9,16,MOTO,MASCULINO,29,,18-30
15706,LC-2020-0527154,2020-09-19,2020,9,19,AUTO,FEMENINO,33,,30-50
15707,LC-2020-0527154,2020-09-19,2020,9,19,AUTO,MASCULINO,31,,30-50
15708,LC-2020-0528017,2020-09-20,2020,9,20,MOTO,,0,,
15709,LC-2020-0528017,2020-09-20,2020,9,20,MOTO,FEMENINO,21,,18-30
15710,LC-2020-0530834,2020-09-22,2020,9,22,PEATON,FEMENINO,24,,18-30
15711,LC-2020-0535849,2020-09-25,2020,9,25,AUTO,FEMENINO,31,,30-50
15712,LC-2020-0537349,2020-09-26,2020,9,26,MOTO,MASCULINO,39,,30-50
15713,LC-2020-0537349,2020-09-26,2020,9,26,MOTO,MASCULINO,26,,18-30
15714,LC-2020-0537392,2020-09-26,2020,9,26,MOTO,MASCULINO,30,,18-30
15715,LC-2020-0537812,2020-09-26,2020,9,26,PEATON,FEMENINO,40,,30-50
15716,LC-2020-0537812,2020-09-26,2020,9,26,PEATON,MASCULINO,45,,30-50
15717,LC-2020-0538172,2020-09-26,2020,9,26,MOTO,MASCULINO,31,,30-50
15718,LC-2020-0539339,2020-09-28,2020,9,28,PEATON,FEMENINO,42,,30-50
15719,LC-2020-0540313,2020-09-28,2020,9,28,MOTO,MASCULINO,45,,30-50
15720,LC-2020-0541157,2020-09-29,2020,9,29,PEATON,,0,,
15721,LC-2020-0541441,2020-09-29,2020,9,29,CICLISTA,,0,,
15722,LC-2020-0542893,2020-09-29,2020,9,29,CICLISTA,FEMENINO,51,,50-60
15723,LC-2020-0547880,2020-10-02,2020,10,2,,,0,,
15724,LC-2020-0547999,2020-10-02,2020,10,2,,FEMENINO,0,,
15725,LC-2020-0548623,2020-10-02,2020,10,2,,FEMENINO,66,,+60
15726,LC-2020-0548623,2020-10-02,2020,10,2,,MASCULINO,31,,30-50
15727,LC-2020-0552563,2020-10-06,2020,10,6,,MASCULINO,52,,50-60
15728,LC-2020-0552563,2020-10-06,2020,10,6,,MASCULINO,54,,50-60
15729,LC-2020-0552711,2020-10-06,2020,10,6,,MASCULINO,22,,18-30
15730,LC-2020-0552711,2020-10-06,2020,10,6,,MASCULINO,29,,18-30
15731,LC-2020-0552939,2020-10-06,2020,10,6,,MASCULINO,33,,30-50
15732,LC-2020-0553325,2020-10-06,2020,10,6,,FEMENINO,87,,+60
15733,LC-2020-0553371,2020-10-06,2020,10,6,,MASCULINO,48,,30-50
15734,LC-2020-0554794,2020-10-07,2020,10,7,,MASCULINO,29,,18-30
15735,LC-2020-0554922,2020-10-07,2020,10,7,,FEMENINO,30,,18-30
15736,LC-2020-0556663,2020-10-08,2020,10,8,,MASCULINO,55,,50-60
15737,LC-2020-0557399,2020-10-08,2020,10,8,,MASCULINO,0,,
15738,LC-2020-0557529,2020-10-08,2020,10,8,,MASCULINO,44,,30-50
15739,LC-2020-0563896,2020-10-13,2020,10,13,,MASCULINO,37,,30-50
15740,LC-2020-0568827,2020-10-16,2020,10,16,,MASCULINO,35,,30-50
15741,LC-2020-0575788,2020-10-21,2020,10,21,,FEMENINO,37,,30-50
15742,LC-2020-0577801,2020-10-22,2020,10,22,,MASCULINO,22,,18-30
15743,LC-2020-0579838,2020-10-24,2020,10,24,,,25,,18-30
15744,LC-2020-0582146,2020-10-26,2020,10,26,,MASCULINO,24,,18-30
15745,LC-2020-0588186,2020-10-29,2020,10,29,,,0,,
15746,LC-2020-0589729,2020-10-30,2020,10,30,,FEMENINO,74,,+60
15747,LC-2020-0590279,2020-10-31,2020,10,31,,MASCULINO,35,GRAVE,30-50
15748,LC-2020-0590944,2020-10-31,2020,10,31,,MASCULINO,27,,18-30
15749,LC-2020-0591223,2020-10-31,2020,10,31,,,0,,
15750,LC-2020-0594841,2020-11-03,2020,11,3,AUTO,FEMENINO,43,,30-50
15751,LC-2020-0594841,2020-11-03,2020,11,3,AUTO,MASCULINO,58,,50-60
15752,LC-2020-0595118,2020-11-03,2020,11,3,MOTO,FEMENINO,43,,30-50
15753,LC-2020-0597069,2020-11-04,2020,11,4,CICLISTA,FEMENINO,23,,18-30
15754,LC-2020-0597318,2020-11-04,2020,11,4,,,47,,30-50
15755,LC-2020-0597676,2020-11-04,2020,11,4,MOTO,MASCULINO,35,,30-50
15756,LC-2020-0607544,2020-11-11,2020,11,11,MOTO,,0,,
15757,LC-2020-0610965,2020-11-13,2020,11,13,MOTO,MASCULINO,35,,30-50
15758,LC-2020-0612124,2020-11-13,2020,11,13,MOTO,MASCULINO,36,,30-50
15759,LC-2020-0612977,2020-11-13,2020,11,13,MOTO,FEMENINO,30,,18-30
15760,LC-2020-0612977,2020-11-13,2020,11,13,MOTO,MASCULINO,48,,30-50
15761,LC-2020-0614376,2020-11-15,2020,11,15,MOTO,MASCULINO,36,,30-50
15762,LC-2020-0615148,2020-11-15,2020,11,15,MOTO,MASCULINO,27,,18-30
15763,LC-2020-0615148,2020-11-15,2020,11,15,MOTO,,0,,
15764,LC-2020-0616522,2020-11-16,2020,11,16,,MASCULINO,56,,50-60
15765,LC-2020-0621521,2020-11-19,2020,11,19,TRANSPORTE PUBLICO,FEMENINO,26,,18-30
15766,LC-2020-0621737,2020-11-19,2020,11,19,,,0,,
15767,LC-2020-0621826,2020-11-19,2020,11,19,,MASCULINO,23,,18-30
15768,LC-2020-0623161,2020-11-20,2020,11,20,PEATON,FEMENINO,42,,30-50
15769,LC-2020-0623809,2020-11-21,2020,11,21,TRANSPORTE PUBLICO,,22,,18-30
15770,LC-2020-0624517,2020-11-21,2020,11,21,CAMION,MASCULINO,49,,30-50
15771,LC-2020-0624517,2020-11-21,2020,11,21,CAMION,MASCULINO,41,,30-50
15772,LC-2020-0625504,2020-11-22,2020,11,22,MOTO,MASCULINO,0,,
15773,LC-2020-0628555,2020-11-25,2020,11,25,PEATON,FEMENINO,21,,18-30
15774,LC-2020-0631162,2020-11-26,2020,11,26,TRANSPORTE PUBLICO,FEMENINO,47,,30-50
15775,LC-2020-0631333,2020-11-26,2020,11,26,CICLISTA,MASCULINO,0,,
15776,LC-2020-0633157,2020-11-27,2020,11,27,MOTO,MASCULINO,36,,30-50
15777,LC-2020-0638199,2020-12-01,2020,12,1,,MASCULINO,68,,+60
15778,LC-2020-0641065,2020-12-03,2020,12,3,MOTO,MASCULINO,46,,30-50
15779,LC-2020-0641333,2020-12-03,2020,12,3,,MASCULINO,25,,18-30
15780,LC-2020-0642343,2020-12-03,2020,12,3,CICLISTA,MASCULINO,22,,18-30
15781,LC-2020-0642436,2020-12-03,2020,12,3,TRANSPORTE PUBLICO,,0,,
15782,LC-2020-0645571,2020-12-05,2020,12,5,,MASCULINO,41,,30-50
15783,LC-2020-0646735,2020-12-07,2020,12,7,,FEMENINO,46,,30-50
15784,LC-2020-0646735,2020-12-07,2020,12,7,,MASCULINO,53,,50-60
15785,LC-2020-0649813,2020-12-09,2020,12,9,,FEMENINO,33,,30-50
15786,LC-2020-0649813,2020-12-09,2020,12,9,,MASCULINO,57,,50-60
15787,LC-2020-0649813,2020-12-09,2020,12,9,,MASCULINO,14,,<18
15788,LC-2020-0650054,2020-12-09,2020,12,9,,MASCULINO,49,,30-50
15789,LC-2020-0653499,2020-12-11,2020,12,11,,MASCULINO,36,,30-50
15790,LC-2020-0655750,2020-12-13,2020,12,13,,FEMENINO,32,,30-50
